Environment,Model,Iteration,Tokens_Per_Second,Time_To_First_Token_S,Generation_Time_S,Prompt_Tokens,Generation_Tokens
vm,Llama-3.2-3B-Instruct-4bit,103,49.661196506369905,0.1875150420000864,,,
exec,Llama-3.2-3B-Instruct-4bit,104,52.58623494189253,0.1439584580000428,,,
vm,Llama-3.2-3B-Instruct-4bit,104,49.98567508180394,0.18876395799998136,,,
exec,Llama-3.2-3B-Instruct-4bit,105,52.56925428125612,0.14326995900000838,,,
vm,Llama-3.2-3B-Instruct-4bit,105,49.673944805612365,0.1928859580000335,,,
exec,Llama-3.2-3B-Instruct-4bit,106,52.594216130846796,0.1432987079999748,,,
vm,Llama-3.2-3B-Instruct-4bit,106,50.229262570969816,0.18449229199995898,,,
exec,Llama-3.2-3B-Instruct-4bit,107,52.58831396628554,0.14348037499985367,,,
vm,Llama-3.2-3B-Instruct-4bit,107,49.93822177696762,0.19007933300008517,,,
exec,Llama-3.2-3B-Instruct-4bit,108,52.580554157112246,0.14368195800011563,,,
vm,Llama-3.2-3B-Instruct-4bit,108,50.15934981790863,0.18455162500004008,,,
exec,Llama-3.2-3B-Instruct-4bit,109,52.5966172600254,0.1436729590000141,,,
vm,Llama-3.2-3B-Instruct-4bit,109,50.12243571837119,0.1954254160000346,,,
exec,Llama-3.2-3B-Instruct-4bit,110,52.58713017292026,0.14423099999999067,,,
vm,Llama-3.2-3B-Instruct-4bit,110,49.453461974150834,0.187101666999979,,,
exec,Llama-3.2-3B-Instruct-4bit,111,52.56957498182697,0.1433835000000272,,,
vm,Llama-3.2-3B-Instruct-4bit,111,50.02671714935579,0.1910197499998958,,,
exec,Llama-3.2-3B-Instruct-4bit,112,52.564586300711724,0.14357200000017656,,,
vm,Llama-3.2-3B-Instruct-4bit,112,50.23071546443431,0.1842282499999328,,,
exec,Llama-3.2-3B-Instruct-4bit,113,52.576221137152096,0.1441095000000132,,,
vm,Llama-3.2-3B-Instruct-4bit,113,50.06497120033988,0.1963056660001712,,,
exec,Llama-3.2-3B-Instruct-4bit,114,52.57615365044527,0.14368870899988906,,,
vm,Llama-3.2-3B-Instruct-4bit,114,50.03168469458857,0.19178775000000314,,,
exec,Llama-3.2-3B-Instruct-4bit,115,52.57396177642443,0.14407058400001915,,,
vm,Llama-3.2-3B-Instruct-4bit,115,49.87850557567074,0.18519920799985812,,,
exec,Llama-3.2-3B-Instruct-4bit,116,52.5604384695416,0.1439335420000134,,,
vm,Llama-3.2-3B-Instruct-4bit,116,49.88784126858151,0.18658929200000784,,,
exec,Llama-3.2-3B-Instruct-4bit,117,52.5648304959214,0.14368054200008373,,,
vm,Llama-3.2-3B-Instruct-4bit,117,49.19104667541359,0.19181691699986914,,,
exec,Llama-3.2-3B-Instruct-4bit,118,52.43310471595036,0.14347316699991097,,,
vm,Llama-3.2-3B-Instruct-4bit,118,49.80915126573766,0.19034158300019044,,,
exec,Llama-3.2-3B-Instruct-4bit,119,52.55661769423149,0.14369012500014833,,,
vm,Llama-3.2-3B-Instruct-4bit,119,50.0603062038278,0.19351504199994451,,,
exec,Llama-3.2-3B-Instruct-4bit,120,52.55114826970646,0.14373954100005903,,,
vm,Llama-3.2-3B-Instruct-4bit,120,49.404638318843325,0.19162258399978782,,,
exec,Llama-3.2-3B-Instruct-4bit,121,52.53644800169049,0.14380958300012026,,,
vm,Llama-3.2-3B-Instruct-4bit,121,49.57534889014956,0.1939639580000403,,,
exec,Llama-3.2-3B-Instruct-4bit,122,52.528032986748066,0.14391254199995274,,,
vm,Llama-3.2-3B-Instruct-4bit,122,49.81562784679895,0.19050412499996128,,,
exec,Llama-3.2-3B-Instruct-4bit,123,52.49153048643009,0.14363662499999919,,,
vm,Llama-3.2-3B-Instruct-4bit,123,49.472269226122165,0.18660687500005224,,,
exec,Llama-3.2-3B-Instruct-4bit,124,52.5200763633723,0.1436028749999423,,,
vm,Llama-3.2-3B-Instruct-4bit,124,50.126698824343556,0.19098025000016605,,,
exec,Llama-3.2-3B-Instruct-4bit,125,52.52947459752607,0.14353491700012455,,,
vm,Llama-3.2-3B-Instruct-4bit,125,49.97881432226099,0.18088400000010552,,,
exec,Llama-3.2-3B-Instruct-4bit,126,52.52519491002136,0.1440205840001454,,,
vm,Llama-3.2-3B-Instruct-4bit,126,49.99879438453884,0.1895948750000116,,,
exec,Llama-3.2-3B-Instruct-4bit,127,52.53688555322802,0.14390712499994152,,,
vm,Llama-3.2-3B-Instruct-4bit,127,49.57893731808508,0.19028995799999393,,,
exec,Llama-3.2-3B-Instruct-4bit,128,52.51508899230655,0.14336529100000917,,,
vm,Llama-3.2-3B-Instruct-4bit,128,49.64101002192726,0.18543495800008714,,,
exec,Llama-3.2-3B-Instruct-4bit,129,52.520954527316825,0.14361795900003926,,,
vm,Llama-3.2-3B-Instruct-4bit,129,50.02624057076835,0.18574874999990243,,,
exec,Llama-3.2-3B-Instruct-4bit,130,52.442986173798836,0.14359654200006844,,,
vm,Llama-3.2-3B-Instruct-4bit,130,49.73454591184235,0.16747208299989325,,,
exec,Llama-3.2-3B-Instruct-4bit,131,52.5126845184329,0.1438466659999449,,,
vm,Llama-3.2-3B-Instruct-4bit,131,49.831656760315184,0.1875442909999947,,,
exec,Llama-3.2-3B-Instruct-4bit,132,52.50641023945589,0.14398166699993453,,,
vm,Llama-3.2-3B-Instruct-4bit,132,49.98396225520971,0.182741334000184,,,
exec,Llama-3.2-3B-Instruct-4bit,133,52.52692646538303,0.14358691600000384,,,
vm,Llama-3.2-3B-Instruct-4bit,133,50.11243733437386,0.16265345799979514,,,
exec,Llama-3.2-3B-Instruct-4bit,134,52.513939463683634,0.14358870799992474,,,
vm,Llama-3.2-3B-Instruct-4bit,134,50.005141720098344,0.18380995799998345,,,
exec,Llama-3.2-3B-Instruct-4bit,135,52.514449807289374,0.1439872920000198,,,
vm,Llama-3.2-3B-Instruct-4bit,135,50.01604844041052,0.18924091700000645,,,
exec,Llama-3.2-3B-Instruct-4bit,136,52.483383169937426,0.14339583300011327,,,
vm,Llama-3.2-3B-Instruct-4bit,136,49.903527562913744,0.1887682080000559,,,
exec,Llama-3.2-3B-Instruct-4bit,137,52.509953566296446,0.1438711250000324,,,
vm,Llama-3.2-3B-Instruct-4bit,137,49.93961646862265,0.18513833300016813,,,
exec,Llama-3.2-3B-Instruct-4bit,138,52.508072792117844,0.14369841699999597,,,
vm,Llama-3.2-3B-Instruct-4bit,138,50.03993381209358,0.1860719579999568,,,
exec,Llama-3.2-3B-Instruct-4bit,139,52.50624287537117,0.1435769579998123,,,
vm,Llama-3.2-3B-Instruct-4bit,139,49.88448582829536,0.18885999999997694,,,
exec,Llama-3.2-3B-Instruct-4bit,140,52.509878613211875,0.1433779169999525,,,
vm,Llama-3.2-3B-Instruct-4bit,140,49.745520571328,0.18875520799997503,,,
exec,Llama-3.2-3B-Instruct-4bit,141,52.51299869077317,0.14366820899999766,,,
vm,Llama-3.2-3B-Instruct-4bit,141,49.877921274302466,0.19346916599988617,,,
exec,Llama-3.2-3B-Instruct-4bit,142,52.492299167998475,0.14373941600001672,,,
vm,Llama-3.2-3B-Instruct-4bit,142,49.83156622089818,0.19768195900019236,,,
exec,Llama-3.2-3B-Instruct-4bit,143,52.44883651492958,0.1436556250000649,,,
vm,Llama-3.2-3B-Instruct-4bit,143,50.043208694302706,0.18295045800005028,,,
exec,Llama-3.2-3B-Instruct-4bit,144,52.51208443881547,0.14348220900001252,,,
vm,Llama-3.2-3B-Instruct-4bit,144,50.10400495403453,0.1883869999999206,,,
exec,Llama-3.2-3B-Instruct-4bit,145,52.50477741636294,0.143753666000066,,,
vm,Llama-3.2-3B-Instruct-4bit,145,49.947326866056095,0.18629679200012106,,,
exec,Llama-3.2-3B-Instruct-4bit,146,52.52013921307194,0.14345854200018948,,,
vm,Llama-3.2-3B-Instruct-4bit,146,49.89690855273297,0.18850908299987168,,,
exec,Llama-3.2-3B-Instruct-4bit,147,52.502188146616064,0.14401820800003406,,,
vm,Llama-3.2-3B-Instruct-4bit,147,49.74377623063669,0.2002396249999947,,,
exec,Llama-3.2-3B-Instruct-4bit,148,52.48539173323257,0.14341129199988245,,,
vm,Llama-3.2-3B-Instruct-4bit,148,49.930094211114046,0.19528108300005442,,,
exec,Llama-3.2-3B-Instruct-4bit,149,52.495624389225604,0.14356158300006427,,,
vm,Llama-3.2-3B-Instruct-4bit,149,49.829883745274294,0.1987679589999516,,,
exec,Llama-3.2-3B-Instruct-4bit,150,52.50379344676082,0.14378091700018558,,,
vm,Llama-3.2-3B-Instruct-4bit,150,49.82003565928711,0.1900829999999587,,,
exec,Llama-3.2-3B-Instruct-4bit,151,52.50529879219658,0.1436890829997992,,,
vm,Llama-3.2-3B-Instruct-4bit,151,49.85980297896636,0.19158941699993193,,,
exec,Llama-3.2-3B-Instruct-4bit,152,52.510504664922195,0.14363700000012614,,,
vm,Llama-3.2-3B-Instruct-4bit,152,49.66684050869066,0.1872555840000132,,,
exec,Llama-3.2-3B-Instruct-4bit,153,52.5156909181472,0.14356904200008103,,,
vm,Llama-3.2-3B-Instruct-4bit,153,50.08846965956336,0.18938179099995978,,,
exec,Llama-3.2-3B-Instruct-4bit,154,52.48326390872657,0.14370866700005536,,,
vm,Llama-3.2-3B-Instruct-4bit,154,49.78955041324497,0.19124429199996484,,,
exec,Llama-3.2-3B-Instruct-4bit,155,52.40492594037811,0.14354000000002998,,,
vm,Llama-3.2-3B-Instruct-4bit,155,50.060348630239304,0.1832097920000706,,,
exec,Llama-3.2-3B-Instruct-4bit,156,52.50380466718467,0.14394445799985078,,,
vm,Llama-3.2-3B-Instruct-4bit,156,49.678336410293724,0.18848879200004376,,,
exec,Llama-3.2-3B-Instruct-4bit,157,52.49648602928179,0.14387037500000588,,,
vm,Llama-3.2-3B-Instruct-4bit,157,49.40813930101089,0.1892439169998852,,,
exec,Llama-3.2-3B-Instruct-4bit,158,52.49711310736346,0.14333095799997864,,,
vm,Llama-3.2-3B-Instruct-4bit,158,49.91753288184619,0.19207370899994203,,,
exec,Llama-3.2-3B-Instruct-4bit,159,52.50847129269035,0.14341987500006326,,,
vm,Llama-3.2-3B-Instruct-4bit,159,49.61897729793767,0.1872665829998823,,,
exec,Llama-3.2-3B-Instruct-4bit,160,52.49662777453207,0.14308545800008687,,,
vm,Llama-3.2-3B-Instruct-4bit,160,49.944737260271424,0.18135158299992327,,,
exec,Llama-3.2-3B-Instruct-4bit,161,52.50093241707352,0.14333712500001639,,,
vm,Llama-3.2-3B-Instruct-4bit,161,50.0130665583384,0.19180000000005748,,,
exec,Llama-3.2-3B-Instruct-4bit,162,52.506220432446426,0.14388508299998648,,,
vm,Llama-3.2-3B-Instruct-4bit,162,49.572761703879905,0.1906500000000051,,,
exec,Llama-3.2-3B-Instruct-4bit,163,52.50522744915944,0.1434189999999944,,,
vm,Llama-3.2-3B-Instruct-4bit,163,49.188057991395404,0.18395883399989543,,,
exec,Llama-3.2-3B-Instruct-4bit,164,52.511507272730626,0.14370304200019746,,,
vm,Llama-3.2-3B-Instruct-4bit,164,49.830786202622974,0.19061866599986388,,,
exec,Llama-3.2-3B-Instruct-4bit,165,52.51139866571687,0.14375937500017244,,,
vm,Llama-3.2-3B-Instruct-4bit,165,50.12849261257385,0.1849070410000877,,,
exec,Llama-3.2-3B-Instruct-4bit,166,52.49753699910003,0.14370166599996992,,,
vm,Llama-3.2-3B-Instruct-4bit,166,49.94971980231497,0.17985216700003548,,,
exec,Llama-3.2-3B-Instruct-4bit,167,52.509010243616395,0.1439812080000138,,,
vm,Llama-3.2-3B-Instruct-4bit,167,49.90219243381935,0.18945691699991585,,,
exec,Llama-3.2-3B-Instruct-4bit,168,52.49891593532597,0.14382366599988927,,,
vm,Llama-3.2-3B-Instruct-4bit,168,49.66833693477715,0.16205579100005707,,,
exec,Llama-3.2-3B-Instruct-4bit,169,52.50588076478704,0.14383754100003898,,,
vm,Llama-3.2-3B-Instruct-4bit,169,49.346100319609775,0.18762445799984562,,,
exec,Llama-3.2-3B-Instruct-4bit,170,52.49950583045761,0.14373783399992135,,,
vm,Llama-3.2-3B-Instruct-4bit,170,49.88827308826991,0.19285504100002981,,,
exec,Llama-3.2-3B-Instruct-4bit,171,52.51184971682914,0.1436400830000366,,,
vm,Llama-3.2-3B-Instruct-4bit,171,49.935720760363246,0.17874608400006764,,,
exec,Llama-3.2-3B-Instruct-4bit,172,52.51197045442979,0.1435891249998349,,,
vm,Llama-3.2-3B-Instruct-4bit,172,49.91773526030628,0.1875999999999749,,,
exec,Llama-3.2-3B-Instruct-4bit,173,52.46204577557458,0.1440751249999721,,,
vm,Llama-3.2-3B-Instruct-4bit,173,49.955868663641596,0.1919212499999503,,,
exec,Llama-3.2-3B-Instruct-4bit,174,52.51613261643066,0.14364008400002604,,,
vm,Llama-3.2-3B-Instruct-4bit,174,49.76633716179851,0.19570312499990905,,,
exec,Llama-3.2-3B-Instruct-4bit,175,52.50517091330318,0.14381770800014237,,,
vm,Llama-3.2-3B-Instruct-4bit,175,49.77675361277608,0.19069674999991548,,,
exec,Llama-3.2-3B-Instruct-4bit,176,52.49739390325013,0.14375187499990716,,,
vm,Llama-3.2-3B-Instruct-4bit,176,49.848794013355324,0.1885824999999386,,,
exec,Llama-3.2-3B-Instruct-4bit,177,52.506466336436574,0.14369141700012733,,,
vm,Llama-3.2-3B-Instruct-4bit,177,49.960825804308975,0.18205054100008056,,,
exec,Llama-3.2-3B-Instruct-4bit,178,52.50447544610886,0.14377812499992615,,,
vm,Llama-3.2-3B-Instruct-4bit,178,49.96612079384441,0.18632887499984463,,,
exec,Llama-3.2-3B-Instruct-4bit,179,52.48497700105032,0.14336583399995106,,,
vm,Llama-3.2-3B-Instruct-4bit,179,49.90272785821297,0.18681470799992894,,,
exec,Llama-3.2-3B-Instruct-4bit,180,52.36115039901929,0.14354800000000978,,,
vm,Llama-3.2-3B-Instruct-4bit,180,49.76411735477325,0.19130124999992404,,,
exec,Llama-3.2-3B-Instruct-4bit,181,52.50652960587905,0.1433634580000671,,,
vm,Llama-3.2-3B-Instruct-4bit,181,49.9230381665845,0.18627412499995444,,,
exec,Llama-3.2-3B-Instruct-4bit,182,52.50311730132235,0.14348841699984405,,,
vm,Llama-3.2-3B-Instruct-4bit,182,49.91451368391307,0.18774904099996093,,,
exec,Llama-3.2-3B-Instruct-4bit,183,52.49492288842761,0.14360737500010146,,,
exec,Llama-3.2-3B-Instruct-4bit,184,52.495784957580284,0.14363883299984082,,,
vm,Llama-3.2-3B-Instruct-4bit,184,50.018923174645174,0.18186120900008973,,,
exec,Llama-3.2-3B-Instruct-4bit,185,52.46295872677768,0.14361774999997579,,,
vm,Llama-3.2-3B-Instruct-4bit,185,49.690407497291275,0.18844316600007005,,,
exec,Llama-3.2-3B-Instruct-4bit,186,52.487439471256984,0.14393208399997093,,,
vm,Llama-3.2-3B-Instruct-4bit,186,49.74741889719282,0.19007587500004774,,,
exec,Llama-3.2-3B-Instruct-4bit,187,52.49188476794319,0.14328550000004725,,,
vm,Llama-3.2-3B-Instruct-4bit,187,49.7636344773387,0.19133229199997004,,,
exec,Llama-3.2-3B-Instruct-4bit,188,52.48876360428002,0.1435649170000488,,,
vm,Llama-3.2-3B-Instruct-4bit,188,49.64978155393503,0.18755083400014882,,,
exec,Llama-3.2-3B-Instruct-4bit,189,52.49816993738013,0.1433691249999356,,,
vm,Llama-3.2-3B-Instruct-4bit,189,50.01481476910579,0.1809002090001286,,,
exec,Llama-3.2-3B-Instruct-4bit,190,52.48032936497325,0.1439018749999832,,,
vm,Llama-3.2-3B-Instruct-4bit,190,49.8998778151395,0.18293758300001173,,,
exec,Llama-3.2-3B-Instruct-4bit,191,52.461676651963245,0.1438982079998823,,,
vm,Llama-3.2-3B-Instruct-4bit,191,50.129942951090364,0.18205679099992267,,,
exec,Llama-3.2-3B-Instruct-4bit,192,52.485822613143505,0.14342441700000563,,,
vm,Llama-3.2-3B-Instruct-4bit,192,49.93673379624818,0.18812516699995285,,,
exec,Llama-3.2-3B-Instruct-4bit,193,52.48165134250503,0.1439604170000166,,,
vm,Llama-3.2-3B-Instruct-4bit,193,50.05180940997824,0.18525050000016563,,,
exec,Llama-3.2-3B-Instruct-4bit,194,52.48526574830108,0.14350633300000482,,,
vm,Llama-3.2-3B-Instruct-4bit,194,50.04929660210238,0.19185112499985735,,,
exec,Llama-3.2-3B-Instruct-4bit,195,52.481295402374464,0.14379029199994875,,,
vm,Llama-3.2-3B-Instruct-4bit,195,49.80273124535604,0.19007025000018984,,,
exec,Llama-3.2-3B-Instruct-4bit,196,52.48268647221014,0.14346308399990448,,,
vm,Llama-3.2-3B-Instruct-4bit,196,49.400173826861206,0.18146562500010077,,,
exec,Llama-3.2-3B-Instruct-4bit,197,52.45671066302553,0.14378166699998474,,,
vm,Llama-3.2-3B-Instruct-4bit,197,50.244308455354506,0.16929816699985167,,,
exec,Llama-3.2-3B-Instruct-4bit,198,52.46987549651416,0.1437410829998953,,,
vm,Llama-3.2-3B-Instruct-4bit,198,49.6235479630129,0.19088395900007527,,,
exec,Llama-3.2-3B-Instruct-4bit,199,52.48141598875327,0.14368120799986173,,,
vm,Llama-3.2-3B-Instruct-4bit,199,49.84978574204618,0.1898652080001284,,,
exec,Llama-3.2-3B-Instruct-4bit,200,52.484743866377684,0.14346137500001532,,,
vm,Llama-3.2-3B-Instruct-4bit,200,50.18481636817073,0.1624717499998951,,,
exec,Mistral-7B-Instruct-v0.3-4bit,1,24.59732282724916,0.21110124999995605,,,
vm,Mistral-7B-Instruct-v0.3-4bit,1,23.204539852707114,0.22839104200011207,,,
exec,Mistral-7B-Instruct-v0.3-4bit,2,24.777500645358224,0.21204183400004695,,,
vm,Mistral-7B-Instruct-v0.3-4bit,2,23.346337302184317,0.25070429099992,,,
exec,Mistral-7B-Instruct-v0.3-4bit,3,24.779732517233498,0.21202149999999165,,,
vm,Mistral-7B-Instruct-v0.3-4bit,3,23.349519686762452,0.2588252499999726,,,
exec,Mistral-7B-Instruct-v0.3-4bit,4,24.720795234354313,0.21184554199999184,,,
vm,Mistral-7B-Instruct-v0.3-4bit,4,23.403428061262268,0.25254562500003885,,,
exec,Mistral-7B-Instruct-v0.3-4bit,5,24.7423059047768,0.21183404199996403,,,
vm,Mistral-7B-Instruct-v0.3-4bit,5,23.29308189846327,0.2538374579999072,,,
exec,Mistral-7B-Instruct-v0.3-4bit,6,24.73033430050492,0.21220129200014526,,,
vm,Mistral-7B-Instruct-v0.3-4bit,6,23.269994899348394,0.25350808300026983,,,
exec,Mistral-7B-Instruct-v0.3-4bit,7,24.704391886003545,0.2117561669999759,,,
vm,Mistral-7B-Instruct-v0.3-4bit,7,23.36695291716469,0.25430020800013153,,,
exec,Mistral-7B-Instruct-v0.3-4bit,8,24.706403759905772,0.21186608300013177,,,
vm,Mistral-7B-Instruct-v0.3-4bit,8,23.282851079700997,0.2554914590000408,,,
exec,Mistral-7B-Instruct-v0.3-4bit,9,24.704581714387793,0.2119743340003879,,,
vm,Mistral-7B-Instruct-v0.3-4bit,9,23.36916073271118,0.2578886250003052,,,
exec,Mistral-7B-Instruct-v0.3-4bit,10,24.709176532096453,0.21216612499983967,,,
vm,Mistral-7B-Instruct-v0.3-4bit,10,23.442152589806923,0.25307566599985876,,,
exec,Mistral-7B-Instruct-v0.3-4bit,11,24.6952239967453,0.21196933300007004,,,
vm,Mistral-7B-Instruct-v0.3-4bit,11,23.39788958647558,0.2527062079998359,,,
exec,Mistral-7B-Instruct-v0.3-4bit,12,24.67829350082445,0.21222654200028046,,,
vm,Mistral-7B-Instruct-v0.3-4bit,12,23.221714970366094,0.2598739999998543,,,
exec,Mistral-7B-Instruct-v0.3-4bit,13,24.683606305736006,0.21227554200004306,,,
vm,Mistral-7B-Instruct-v0.3-4bit,13,23.35304644776974,0.23774316700018971,,,
exec,Mistral-7B-Instruct-v0.3-4bit,14,24.681081679738504,0.2120927500000107,,,
vm,Mistral-7B-Instruct-v0.3-4bit,14,23.425007925384136,0.25864370799990866,,,
exec,Mistral-7B-Instruct-v0.3-4bit,15,24.68414350283751,0.21259504199997536,,,
vm,Mistral-7B-Instruct-v0.3-4bit,15,23.394564125237864,0.25422412499983693,,,
exec,Mistral-7B-Instruct-v0.3-4bit,16,24.650681506698223,0.21221200000036333,,,
vm,Mistral-7B-Instruct-v0.3-4bit,16,23.38207772120029,0.2545163329996285,,,
exec,Mistral-7B-Instruct-v0.3-4bit,17,24.687916646263336,0.21206041699997513,,,
vm,Mistral-7B-Instruct-v0.3-4bit,17,23.28822664611612,0.2552665830003207,,,
exec,Mistral-7B-Instruct-v0.3-4bit,18,24.675056832039164,0.21207670800004053,,,
vm,Mistral-7B-Instruct-v0.3-4bit,18,23.45057178941578,0.2439539169999989,,,
exec,Mistral-7B-Instruct-v0.3-4bit,19,24.671440578918187,0.21207129200001873,,,
vm,Mistral-7B-Instruct-v0.3-4bit,19,23.360751557250996,0.2587779590003265,,,
exec,Mistral-7B-Instruct-v0.3-4bit,20,24.65717853299797,0.21202404099994965,,,
vm,Mistral-7B-Instruct-v0.3-4bit,20,23.253817955010884,0.2532663750002939,,,
exec,Mistral-7B-Instruct-v0.3-4bit,21,24.642453995679464,0.21217374999969252,,,
vm,Mistral-7B-Instruct-v0.3-4bit,21,23.285577206821777,0.2539643749996685,,,
exec,Mistral-7B-Instruct-v0.3-4bit,22,24.62677785317187,0.21208287500030565,,,
vm,Mistral-7B-Instruct-v0.3-4bit,22,23.400809655729052,0.25289233300009073,,,
exec,Mistral-7B-Instruct-v0.3-4bit,23,24.63662422815618,0.212269500000275,,,
vm,Mistral-7B-Instruct-v0.3-4bit,23,23.208981519953277,0.2560353329999998,,,
exec,Mistral-7B-Instruct-v0.3-4bit,24,24.62839760707997,0.2122786250001809,,,
vm,Mistral-7B-Instruct-v0.3-4bit,24,23.380611170675373,0.24036770800012164,,,
exec,Mistral-7B-Instruct-v0.3-4bit,25,24.638171270726527,0.21217420800030595,,,
vm,Mistral-7B-Instruct-v0.3-4bit,25,23.412067116681005,0.25873029200010933,,,
exec,Mistral-7B-Instruct-v0.3-4bit,26,24.638102407507805,0.2124514580000323,,,
vm,Mistral-7B-Instruct-v0.3-4bit,26,23.374308654363524,0.25859129100035716,,,
exec,Mistral-7B-Instruct-v0.3-4bit,27,24.62706599290914,0.2122193749996768,,,
vm,Mistral-7B-Instruct-v0.3-4bit,27,23.35243550394834,0.25590504199999486,,,
exec,Mistral-7B-Instruct-v0.3-4bit,28,24.619252778177977,0.21236966700007542,,,
vm,Mistral-7B-Instruct-v0.3-4bit,28,23.245985408105046,0.25301362499976676,,,
exec,Mistral-7B-Instruct-v0.3-4bit,29,24.63486540504345,0.21224529099981737,,,
vm,Mistral-7B-Instruct-v0.3-4bit,29,23.315107249151865,0.2534365000001344,,,
exec,Mistral-7B-Instruct-v0.3-4bit,30,24.622435451016923,0.21249016699994172,,,
vm,Mistral-7B-Instruct-v0.3-4bit,30,23.334308989709598,0.25423683300004996,,,
exec,Mistral-7B-Instruct-v0.3-4bit,31,24.635645854102286,0.21232537499963655,,,
vm,Mistral-7B-Instruct-v0.3-4bit,31,23.36005681066593,0.25450570799966954,,,
exec,Mistral-7B-Instruct-v0.3-4bit,32,24.630092313967022,0.21208066600001985,,,
vm,Mistral-7B-Instruct-v0.3-4bit,32,23.298028223965588,0.2547092919999159,,,
exec,Mistral-7B-Instruct-v0.3-4bit,33,24.623857549809692,0.21202312500008702,,,
vm,Mistral-7B-Instruct-v0.3-4bit,33,23.270759835759016,0.2560815830001957,,,
exec,Mistral-7B-Instruct-v0.3-4bit,34,24.60496880686759,0.21247204199971748,,,
vm,Mistral-7B-Instruct-v0.3-4bit,34,23.21110697034858,0.2546672920002493,,,
exec,Mistral-7B-Instruct-v0.3-4bit,35,24.613935491233054,0.21235958299985214,,,
vm,Mistral-7B-Instruct-v0.3-4bit,35,23.329283729945306,0.2573305419996359,,,
exec,Mistral-7B-Instruct-v0.3-4bit,36,24.61217389103676,0.21256562500002474,,,
vm,Mistral-7B-Instruct-v0.3-4bit,36,23.422427994961932,0.252945666999949,,,
exec,Mistral-7B-Instruct-v0.3-4bit,37,24.61144619237345,0.21190812499980893,,,
vm,Mistral-7B-Instruct-v0.3-4bit,37,23.416742547005573,0.25241904099993917,,,
exec,Mistral-7B-Instruct-v0.3-4bit,38,24.602253654541073,0.21198770800037892,,,
vm,Mistral-7B-Instruct-v0.3-4bit,38,23.3529501401559,0.2619435420001537,,,
exec,Mistral-7B-Instruct-v0.3-4bit,39,24.60160840305123,0.21220941699994,,,
vm,Mistral-7B-Instruct-v0.3-4bit,39,23.416105684384807,0.2332904170002621,,,
exec,Mistral-7B-Instruct-v0.3-4bit,40,24.593567481948693,0.21181691600031627,,,
vm,Mistral-7B-Instruct-v0.3-4bit,40,23.38044336649769,0.253838375000214,,,
exec,Mistral-7B-Instruct-v0.3-4bit,41,24.58344711280128,0.21232199999985824,,,
vm,Mistral-7B-Instruct-v0.3-4bit,41,23.361149755487283,0.25792674999956944,,,
exec,Mistral-7B-Instruct-v0.3-4bit,42,24.587125674367996,0.2121399580000798,,,
vm,Mistral-7B-Instruct-v0.3-4bit,42,23.33618924382444,0.25349887499987744,,,
exec,Mistral-7B-Instruct-v0.3-4bit,43,24.59312566820374,0.21219208399998024,,,
vm,Mistral-7B-Instruct-v0.3-4bit,43,23.27800979381279,0.25117579200014006,,,
exec,Mistral-7B-Instruct-v0.3-4bit,44,24.58110156103218,0.21215070899961574,,,
vm,Mistral-7B-Instruct-v0.3-4bit,44,23.293167821576034,0.2519883329996446,,,
exec,Mistral-7B-Instruct-v0.3-4bit,45,24.55109115034905,0.21200312500013752,,,
vm,Mistral-7B-Instruct-v0.3-4bit,45,23.292168381747803,0.25332270799981416,,,
exec,Mistral-7B-Instruct-v0.3-4bit,46,24.581304940581713,0.2122154160001628,,,
vm,Mistral-7B-Instruct-v0.3-4bit,46,23.371771261980772,0.25262449999991077,,,
exec,Mistral-7B-Instruct-v0.3-4bit,47,24.570824793812385,0.21237024999982168,,,
vm,Mistral-7B-Instruct-v0.3-4bit,47,23.308499816948,0.2547675830001026,,,
exec,Mistral-7B-Instruct-v0.3-4bit,48,24.576756865804597,0.21235345800005234,,,
vm,Mistral-7B-Instruct-v0.3-4bit,48,23.294578998208202,0.2555204169998433,,,
exec,Mistral-7B-Instruct-v0.3-4bit,49,24.57538079870534,0.21253654100019048,,,
vm,Mistral-7B-Instruct-v0.3-4bit,49,23.35281246945134,0.25664112499998737,,,
exec,Mistral-7B-Instruct-v0.3-4bit,50,24.570971698067165,0.2119543340004384,,,
vm,Mistral-7B-Instruct-v0.3-4bit,50,23.196050355952973,0.25232599999981176,,,
exec,Mistral-7B-Instruct-v0.3-4bit,51,24.559450370344983,0.21227799999996932,,,
vm,Mistral-7B-Instruct-v0.3-4bit,51,23.420987446213278,0.2590026249999937,,,
exec,Mistral-7B-Instruct-v0.3-4bit,52,24.577108427590158,0.21227937499998006,,,
vm,Mistral-7B-Instruct-v0.3-4bit,52,23.30798925798161,0.25564858300003834,,,
exec,Mistral-7B-Instruct-v0.3-4bit,53,24.557309824410005,0.2123082500002056,,,
vm,Mistral-7B-Instruct-v0.3-4bit,53,23.244184734565025,0.26035870800023986,,,
exec,Mistral-7B-Instruct-v0.3-4bit,54,24.573556995258183,0.21221891699997286,,,
vm,Mistral-7B-Instruct-v0.3-4bit,54,23.260764367344347,0.26259287499988204,,,
exec,Mistral-7B-Instruct-v0.3-4bit,55,24.56754394885705,0.21224637500017707,,,
vm,Mistral-7B-Instruct-v0.3-4bit,55,23.43113863392213,0.24693004100026883,,,
exec,Mistral-7B-Instruct-v0.3-4bit,56,24.565151243126866,0.2123714999997901,,,
