Environment,Model,Iteration,Tokens_Per_Second,Time_To_First_Token_S,Generation_Time_S,Prompt_Tokens,Generation_Tokens
exec,Llama-3.2-1B-Instruct-4bit,149,129.89118315392398,0.059608707999984745,,,
vm,Llama-3.2-1B-Instruct-4bit,149,128.3061384463331,0.07673691700000518,,,
exec,Llama-3.2-1B-Instruct-4bit,150,132.1240484366674,0.05993399999999838,,,
vm,Llama-3.2-1B-Instruct-4bit,150,128.08410322428026,0.0796299999999519,,,
exec,Llama-3.2-1B-Instruct-4bit,151,131.9794527067263,0.05955583400003661,,,
vm,Llama-3.2-1B-Instruct-4bit,151,128.19114902709316,0.07757604200003243,,,
exec,Llama-3.2-1B-Instruct-4bit,152,132.0377927462334,0.05964933299998165,,,
vm,Llama-3.2-1B-Instruct-4bit,152,128.25149849526633,0.07771900000000187,,,
exec,Llama-3.2-1B-Instruct-4bit,153,132.23386672160336,0.059801583000023584,,,
vm,Llama-3.2-1B-Instruct-4bit,153,128.44690428650625,0.07626175000001467,,,
exec,Llama-3.2-1B-Instruct-4bit,154,131.95926167900217,0.05979029200000241,,,
vm,Llama-3.2-1B-Instruct-4bit,154,127.33212973698664,0.07671791600000688,,,
exec,Llama-3.2-1B-Instruct-4bit,155,132.2026677452091,0.05987083299999085,,,
vm,Llama-3.2-1B-Instruct-4bit,155,128.71948023790125,0.07265316699999858,,,
exec,Llama-3.2-1B-Instruct-4bit,156,132.1056765880953,0.0605993330000274,,,
vm,Llama-3.2-1B-Instruct-4bit,156,128.16970206866552,0.07731712499997911,,,
exec,Llama-3.2-1B-Instruct-4bit,157,131.53517784811757,0.06044187499998088,,,
vm,Llama-3.2-1B-Instruct-4bit,157,128.53864388651775,0.07500254200004974,,,
exec,Llama-3.2-1B-Instruct-4bit,158,132.15746742928133,0.0608536670000035,,,
vm,Llama-3.2-1B-Instruct-4bit,158,128.3789237448414,0.07626037500000393,,,
exec,Llama-3.2-1B-Instruct-4bit,159,132.0335904057941,0.059620084000016504,,,
vm,Llama-3.2-1B-Instruct-4bit,159,128.23704078393493,0.07718654199999264,,,
exec,Llama-3.2-1B-Instruct-4bit,160,132.03155038305732,0.06021125000000893,,,
vm,Llama-3.2-1B-Instruct-4bit,160,127.96225113591565,0.0816178329999957,,,
exec,Llama-3.2-1B-Instruct-4bit,161,132.0309886013692,0.05928370800000948,,,
vm,Llama-3.2-1B-Instruct-4bit,161,128.43774260606966,0.07843854200001488,,,
exec,Llama-3.2-1B-Instruct-4bit,162,132.0053787489148,0.06003499999997075,,,
vm,Llama-3.2-1B-Instruct-4bit,162,127.2936686271835,0.07958062500000551,,,
exec,Llama-3.2-1B-Instruct-4bit,163,132.19057056765695,0.05968337500002008,,,
vm,Llama-3.2-1B-Instruct-4bit,163,128.51089241833753,0.07637066600000253,,,
exec,Llama-3.2-1B-Instruct-4bit,164,132.08774984247236,0.059439499999996315,,,
vm,Llama-3.2-1B-Instruct-4bit,164,128.2389545689511,0.07814991700001883,,,
exec,Llama-3.2-1B-Instruct-4bit,165,132.12462812652595,0.05927541599999131,,,
vm,Llama-3.2-1B-Instruct-4bit,165,128.59337264296488,0.07688379200004647,,,
exec,Llama-3.2-1B-Instruct-4bit,166,132.0461015814346,0.06064479199994821,,,
vm,Llama-3.2-1B-Instruct-4bit,166,128.0363649523925,0.08160616699996126,,,
exec,Llama-3.2-1B-Instruct-4bit,167,132.14796778299427,0.060371666000037294,,,
vm,Llama-3.2-1B-Instruct-4bit,167,128.3136118761979,0.07728241600000274,,,
exec,Llama-3.2-1B-Instruct-4bit,168,132.00079275551073,0.059613874999968175,,,
vm,Llama-3.2-1B-Instruct-4bit,168,127.71191123813044,0.07484579100002975,,,
exec,Llama-3.2-1B-Instruct-4bit,169,132.15066233744065,0.059066292000011344,,,
vm,Llama-3.2-1B-Instruct-4bit,169,127.36102971392405,0.07474566700000196,,,
exec,Llama-3.2-1B-Instruct-4bit,170,132.02228159643496,0.06096912500004237,,,
vm,Llama-3.2-1B-Instruct-4bit,170,128.5424841179922,0.07165604199997233,,,
exec,Llama-3.2-1B-Instruct-4bit,171,132.20232352038795,0.06039366700002802,,,
vm,Llama-3.2-1B-Instruct-4bit,171,128.39125096015866,0.07573412499999677,,,
exec,Llama-3.2-1B-Instruct-4bit,172,131.75040146033092,0.06033629099999871,,,
vm,Llama-3.2-1B-Instruct-4bit,172,128.21980079350925,0.0755127080000193,,,
exec,Llama-3.2-1B-Instruct-4bit,173,131.99746624469853,0.06071641699998054,,,
vm,Llama-3.2-1B-Instruct-4bit,173,127.86496660370629,0.0755882500000098,,,
exec,Llama-3.2-1B-Instruct-4bit,174,132.04508565973688,0.059755124999981035,,,
vm,Llama-3.2-1B-Instruct-4bit,174,127.42917305497755,0.0797750419999943,,,
exec,Llama-3.2-1B-Instruct-4bit,175,131.85905297386023,0.05999016600003415,,,
vm,Llama-3.2-1B-Instruct-4bit,175,128.03409976990844,0.0790831670000216,,,
exec,Llama-3.2-1B-Instruct-4bit,176,132.0447338095678,0.06000133300000243,,,
vm,Llama-3.2-1B-Instruct-4bit,176,128.3954472565283,0.07361395800000992,,,
exec,Llama-3.2-1B-Instruct-4bit,177,132.00544960779098,0.059871916000020065,,,
vm,Llama-3.2-1B-Instruct-4bit,177,127.04441428506031,0.0806271659999993,,,
exec,Llama-3.2-1B-Instruct-4bit,178,132.01067118367666,0.060748708000005536,,,
vm,Llama-3.2-1B-Instruct-4bit,178,128.13992880225203,0.07442491700004439,,,
exec,Llama-3.2-1B-Instruct-4bit,179,131.92723187016057,0.05957520800001248,,,
vm,Llama-3.2-1B-Instruct-4bit,179,128.08647168938464,0.07528995899997426,,,
exec,Llama-3.2-1B-Instruct-4bit,180,131.51460734824414,0.05961562499999218,,,
vm,Llama-3.2-1B-Instruct-4bit,180,128.152480049793,0.07881312500001059,,,
exec,Llama-3.2-1B-Instruct-4bit,181,132.03141419312158,0.059641874999954325,,,
vm,Llama-3.2-1B-Instruct-4bit,181,128.28720561145218,0.07628449999998566,,,
exec,Llama-3.2-1B-Instruct-4bit,182,132.15364980584388,0.0612840830000323,,,
vm,Llama-3.2-1B-Instruct-4bit,182,128.3471334970493,0.07484462500002564,,,
exec,Llama-3.2-1B-Instruct-4bit,183,131.88441923158805,0.06105104199997413,,,
vm,Llama-3.2-1B-Instruct-4bit,183,128.3482059875348,0.07496008300000767,,,
exec,Llama-3.2-1B-Instruct-4bit,184,132.17462257696582,0.05926691600001277,,,
vm,Llama-3.2-1B-Instruct-4bit,184,126.92302110440833,0.07861029200000758,,,
exec,Llama-3.2-1B-Instruct-4bit,185,131.9387425426098,0.0604298330000006,,,
vm,Llama-3.2-1B-Instruct-4bit,185,128.7030133759893,0.07069891700001563,,,
exec,Llama-3.2-1B-Instruct-4bit,186,131.9522730112968,0.060017000000016196,,,
vm,Llama-3.2-1B-Instruct-4bit,186,128.22698041235415,0.07535112499999741,,,
exec,Llama-3.2-1B-Instruct-4bit,187,131.9750897018164,0.05977729200003523,,,
vm,Llama-3.2-1B-Instruct-4bit,187,128.05094827104392,0.07638700000001108,,,
exec,Llama-3.2-1B-Instruct-4bit,188,131.80653707103767,0.05976929200005543,,,
vm,Llama-3.2-1B-Instruct-4bit,188,128.283461036547,0.07413016699996433,,,
exec,Llama-3.2-1B-Instruct-4bit,189,131.996717658247,0.05994362500001671,,,
vm,Llama-3.2-1B-Instruct-4bit,189,128.3504287581149,0.07491262500002449,,,
exec,Llama-3.2-1B-Instruct-4bit,190,132.07752202447423,0.06113308300001563,,,
vm,Llama-3.2-1B-Instruct-4bit,190,128.26776698030795,0.07663483300001417,,,
exec,Llama-3.2-1B-Instruct-4bit,191,132.03099997314484,0.059900540999990426,,,
vm,Llama-3.2-1B-Instruct-4bit,191,128.30785866839014,0.07443779200002609,,,
exec,Llama-3.2-1B-Instruct-4bit,192,131.90077019734787,0.06092074999997976,,,
vm,Llama-3.2-1B-Instruct-4bit,192,127.19724754974587,0.0755308340000056,,,
exec,Llama-3.2-1B-Instruct-4bit,193,131.96685211451256,0.06069420800002945,,,
vm,Llama-3.2-1B-Instruct-4bit,193,128.29339094842646,0.07619820899998331,,,
exec,Llama-3.2-1B-Instruct-4bit,194,132.01140011879366,0.06079333399998177,,,
vm,Llama-3.2-1B-Instruct-4bit,194,127.94311060764007,0.07680812500001366,,,
exec,Llama-3.2-1B-Instruct-4bit,195,132.00706624543773,0.05947662500000206,,,
vm,Llama-3.2-1B-Instruct-4bit,195,128.0653773751524,0.07486141699996551,,,
exec,Llama-3.2-1B-Instruct-4bit,196,132.06001738625758,0.06025675000000774,,,
vm,Llama-3.2-1B-Instruct-4bit,196,128.41629616061056,0.07496079200001304,,,
exec,Llama-3.2-1B-Instruct-4bit,197,132.02992184216455,0.0598263750000001,,,
vm,Llama-3.2-1B-Instruct-4bit,197,128.3128534900381,0.07636541700003363,,,
exec,Llama-3.2-1B-Instruct-4bit,198,132.125014498334,0.05956479200000331,,,
vm,Llama-3.2-1B-Instruct-4bit,198,128.11131810219027,0.0762032080000381,,,
exec,Llama-3.2-1B-Instruct-4bit,199,131.92970774863957,0.05989349999998694,,,
vm,Llama-3.2-1B-Instruct-4bit,199,127.13934350023463,0.07733141599999271,,,
exec,Llama-3.2-1B-Instruct-4bit,200,132.0149231236779,0.06013179100000343,,,
vm,Llama-3.2-1B-Instruct-4bit,200,128.04716137012224,0.07911279100000002,,,
exec,Llama-3.2-3B-Instruct-4bit,1,52.609142013580914,0.1420500000000402,,,
vm,Llama-3.2-3B-Instruct-4bit,1,49.99625516330952,0.16802591600003325,,,
exec,Llama-3.2-3B-Instruct-4bit,2,52.667152371237655,0.14405920800004424,,,
vm,Llama-3.2-3B-Instruct-4bit,2,50.38078823104737,0.16211433300009048,,,
exec,Llama-3.2-3B-Instruct-4bit,3,52.61715943334332,0.1439095839999709,,,
vm,Llama-3.2-3B-Instruct-4bit,3,50.08730794953568,0.18110170800002834,,,
exec,Llama-3.2-3B-Instruct-4bit,4,52.65735144063974,0.14378487500005122,,,
vm,Llama-3.2-3B-Instruct-4bit,4,50.07779296603137,0.18212637500005258,,,
exec,Llama-3.2-3B-Instruct-4bit,5,52.617334729542165,0.14375470799996037,,,
vm,Llama-3.2-3B-Instruct-4bit,5,49.995735637164884,0.17527133299995512,,,
exec,Llama-3.2-3B-Instruct-4bit,6,52.673918056437444,0.1432595420000098,,,
vm,Llama-3.2-3B-Instruct-4bit,6,49.74479236799051,0.19800641699998778,,,
exec,Llama-3.2-3B-Instruct-4bit,7,52.676439390106395,0.14383795799994914,,,
vm,Llama-3.2-3B-Instruct-4bit,7,50.02925783306013,0.18126087500002086,,,
exec,Llama-3.2-3B-Instruct-4bit,8,52.68776189883666,0.14361204099998304,,,
vm,Llama-3.2-3B-Instruct-4bit,8,50.04489296672341,0.1782345000000305,,,
exec,Llama-3.2-3B-Instruct-4bit,9,52.70503984737731,0.1435916249999991,,,
vm,Llama-3.2-3B-Instruct-4bit,9,50.096753837158936,0.18121512499999426,,,
exec,Llama-3.2-3B-Instruct-4bit,10,52.67046411948246,0.14328550000004725,,,
vm,Llama-3.2-3B-Instruct-4bit,10,50.04125960496498,0.18827645800001847,,,
exec,Llama-3.2-3B-Instruct-4bit,11,52.69653685461449,0.1434303750000936,,,
vm,Llama-3.2-3B-Instruct-4bit,11,50.053213722232044,0.1848760409999386,,,
exec,Llama-3.2-3B-Instruct-4bit,12,52.659289848496336,0.14322783399995842,,,
vm,Llama-3.2-3B-Instruct-4bit,12,49.739613047975205,0.18873341600010463,,,
exec,Llama-3.2-3B-Instruct-4bit,13,52.67109896954586,0.14334137500009092,,,
vm,Llama-3.2-3B-Instruct-4bit,13,50.12438663177292,0.1819567500000403,,,
exec,Llama-3.2-3B-Instruct-4bit,14,52.67195284388021,0.14379845799999202,,,
vm,Llama-3.2-3B-Instruct-4bit,14,50.017926346650974,0.188346958000011,,,
exec,Llama-3.2-3B-Instruct-4bit,15,52.65700709620668,0.14368624999997337,,,
vm,Llama-3.2-3B-Instruct-4bit,15,49.724651355287804,0.1980846249998649,,,
exec,Llama-3.2-3B-Instruct-4bit,16,52.66415749975233,0.1435964160000367,,,
vm,Llama-3.2-3B-Instruct-4bit,16,49.978466309242485,0.17645037500005856,,,
exec,Llama-3.2-3B-Instruct-4bit,17,52.59253910768496,0.14370208400009687,,,
vm,Llama-3.2-3B-Instruct-4bit,17,49.91424725497364,0.18290975000013532,,,
exec,Llama-3.2-3B-Instruct-4bit,18,52.7033982604208,0.1434407500000816,,,
vm,Llama-3.2-3B-Instruct-4bit,18,49.90536824183978,0.18881883400013066,,,
exec,Llama-3.2-3B-Instruct-4bit,19,52.68146875317544,0.14339079199999105,,,
vm,Llama-3.2-3B-Instruct-4bit,19,49.51389148094134,0.19023779199983437,,,
exec,Llama-3.2-3B-Instruct-4bit,20,52.68822592871634,0.143692541000064,,,
vm,Llama-3.2-3B-Instruct-4bit,20,49.806093060495606,0.18944291599996177,,,
exec,Llama-3.2-3B-Instruct-4bit,21,52.688197452540386,0.14382916700014903,,,
vm,Llama-3.2-3B-Instruct-4bit,21,49.838769070647956,0.18551958300008664,,,
exec,Llama-3.2-3B-Instruct-4bit,22,52.69099399032844,0.14369958299994323,,,
vm,Llama-3.2-3B-Instruct-4bit,22,50.08257592620794,0.18417912499990052,,,
exec,Llama-3.2-3B-Instruct-4bit,23,52.68182109325699,0.1436338749999777,,,
vm,Llama-3.2-3B-Instruct-4bit,23,49.5718233755945,0.18693104199996924,,,
exec,Llama-3.2-3B-Instruct-4bit,24,52.676606041653265,0.1437882500001706,,,
vm,Llama-3.2-3B-Instruct-4bit,24,49.59067273707663,0.19114412500016442,,,
exec,Llama-3.2-3B-Instruct-4bit,25,52.65544431301538,0.14314391700008855,,,
vm,Llama-3.2-3B-Instruct-4bit,25,50.010902435338245,0.18616354200003116,,,
exec,Llama-3.2-3B-Instruct-4bit,26,52.66695553847235,0.1435134159999052,,,
vm,Llama-3.2-3B-Instruct-4bit,26,49.94658585291403,0.18484479099993223,,,
exec,Llama-3.2-3B-Instruct-4bit,27,52.676953341453384,0.1436687499999607,,,
vm,Llama-3.2-3B-Instruct-4bit,27,49.858375512047864,0.19720024999992347,,,
exec,Llama-3.2-3B-Instruct-4bit,28,52.67940449276039,0.1435391669999717,,,
vm,Llama-3.2-3B-Instruct-4bit,28,49.740767943846265,0.1861687499999789,,,
exec,Llama-3.2-3B-Instruct-4bit,29,52.67150264691359,0.1434867079999549,,,
vm,Llama-3.2-3B-Instruct-4bit,29,49.844166807486395,0.19070233299999018,,,
exec,Llama-3.2-3B-Instruct-4bit,30,52.57745168233694,0.14356799999995928,,,
vm,Llama-3.2-3B-Instruct-4bit,30,49.98478734475091,0.19075479100001758,,,
exec,Llama-3.2-3B-Instruct-4bit,31,52.64531617114351,0.14367541699994035,,,
vm,Llama-3.2-3B-Instruct-4bit,31,50.09161327550113,0.18209766699987995,,,
exec,Llama-3.2-3B-Instruct-4bit,32,52.685342498000345,0.14374324999994315,,,
vm,Llama-3.2-3B-Instruct-4bit,32,49.87215025894469,0.19087420799996835,,,
exec,Llama-3.2-3B-Instruct-4bit,33,52.669615256432486,0.14343962499992813,,,
vm,Llama-3.2-3B-Instruct-4bit,33,49.83885032157416,0.19072283400009837,,,
exec,Llama-3.2-3B-Instruct-4bit,34,52.66251484012195,0.1437170829999559,,,
vm,Llama-3.2-3B-Instruct-4bit,34,49.612159924273485,0.18659604200001922,,,
exec,Llama-3.2-3B-Instruct-4bit,35,52.64095264085345,0.1436874999999418,,,
vm,Llama-3.2-3B-Instruct-4bit,35,49.66070961288223,0.18859783300013078,,,
exec,Llama-3.2-3B-Instruct-4bit,36,52.63550848458565,0.1436352910000096,,,
vm,Llama-3.2-3B-Instruct-4bit,36,50.07113744387847,0.17824783300011404,,,
exec,Llama-3.2-3B-Instruct-4bit,37,52.6163429463084,0.14333712500001639,,,
vm,Llama-3.2-3B-Instruct-4bit,37,49.54635769074845,0.18278029199996126,,,
exec,Llama-3.2-3B-Instruct-4bit,38,52.62816886058803,0.1434991670000727,,,
vm,Llama-3.2-3B-Instruct-4bit,38,49.896598158910535,0.18818974999999227,,,
exec,Llama-3.2-3B-Instruct-4bit,39,52.62830499937593,0.1437877920000119,,,
vm,Llama-3.2-3B-Instruct-4bit,39,49.95388168857215,0.18681320800010326,,,
exec,Llama-3.2-3B-Instruct-4bit,40,52.62711446071169,0.14329970799985858,,,
vm,Llama-3.2-3B-Instruct-4bit,40,49.709447309587894,0.1627456669998537,,,
exec,Llama-3.2-3B-Instruct-4bit,41,52.626658722644585,0.14384137500019278,,,
vm,Llama-3.2-3B-Instruct-4bit,41,49.82838040124195,0.18402025000000322,,,
exec,Llama-3.2-3B-Instruct-4bit,42,52.62624266367483,0.14396575000000666,,,
vm,Llama-3.2-3B-Instruct-4bit,42,49.79543066461126,0.19432812500008367,,,
exec,Llama-3.2-3B-Instruct-4bit,43,52.602020051128136,0.14378395800008548,,,
vm,Llama-3.2-3B-Instruct-4bit,43,49.90938895846317,0.17713087499987523,,,
exec,Llama-3.2-3B-Instruct-4bit,44,52.62970207740848,0.14378104200000053,,,
vm,Llama-3.2-3B-Instruct-4bit,44,50.04167777821487,0.18067625000003318,,,
exec,Llama-3.2-3B-Instruct-4bit,45,52.62494447171547,0.14380291699990266,,,
vm,Llama-3.2-3B-Instruct-4bit,45,50.04900998471813,0.19235424999988027,,,
exec,Llama-3.2-3B-Instruct-4bit,46,52.63460575101632,0.1433678329999566,,,
vm,Llama-3.2-3B-Instruct-4bit,46,49.82864590459998,0.18938462500000242,,,
exec,Llama-3.2-3B-Instruct-4bit,47,52.63559370996489,0.14337862499996845,,,
vm,Llama-3.2-3B-Instruct-4bit,47,49.57058032530272,0.18470574999992095,,,
exec,Llama-3.2-3B-Instruct-4bit,48,52.622500646410145,0.14335120800001278,,,
vm,Llama-3.2-3B-Instruct-4bit,48,49.66038648680727,0.18407150000007277,,,
exec,Llama-3.2-3B-Instruct-4bit,49,52.6231388515229,0.14340258299989728,,,
vm,Llama-3.2-3B-Instruct-4bit,49,49.93080877182835,0.18703283300010298,,,
exec,Llama-3.2-3B-Instruct-4bit,50,52.614031475582756,0.14406470799985982,,,
vm,Llama-3.2-3B-Instruct-4bit,50,49.85412839772487,0.18808066599990525,,,
exec,Llama-3.2-3B-Instruct-4bit,51,52.61676831149054,0.14390241699993567,,,
vm,Llama-3.2-3B-Instruct-4bit,51,50.08229302301221,0.18056233300012536,,,
exec,Llama-3.2-3B-Instruct-4bit,52,52.624391411914665,0.14391333399998985,,,
vm,Llama-3.2-3B-Instruct-4bit,52,49.929475425365105,0.18558995900002628,,,
exec,Llama-3.2-3B-Instruct-4bit,53,52.618308521251144,0.1436820420001368,,,
vm,Llama-3.2-3B-Instruct-4bit,53,49.32244495405695,0.1911724999999933,,,
exec,Llama-3.2-3B-Instruct-4bit,54,52.6371801212156,0.14352070800009642,,,
vm,Llama-3.2-3B-Instruct-4bit,54,49.95420133451998,0.18713645799994083,,,
exec,Llama-3.2-3B-Instruct-4bit,55,52.50051789146158,0.14336937500002023,,,
vm,Llama-3.2-3B-Instruct-4bit,55,49.908743519600236,0.1876959999999599,,,
exec,Llama-3.2-3B-Instruct-4bit,56,52.59913253876238,0.14348629200003415,,,
vm,Llama-3.2-3B-Instruct-4bit,56,49.82978513282452,0.1899561249999806,,,
exec,Llama-3.2-3B-Instruct-4bit,57,52.63470990101309,0.14362820899987128,,,
vm,Llama-3.2-3B-Instruct-4bit,57,49.791898397789154,0.17955254100002094,,,
exec,Llama-3.2-3B-Instruct-4bit,58,52.617610053676366,0.14375158300003932,,,
vm,Llama-3.2-3B-Instruct-4bit,58,49.81560886646847,0.17683291699995607,,,
exec,Llama-3.2-3B-Instruct-4bit,59,52.62254030121345,0.14340562500001397,,,
vm,Llama-3.2-3B-Instruct-4bit,59,49.63064147663026,0.18993012499981887,,,
exec,Llama-3.2-3B-Instruct-4bit,60,52.6267619432447,0.14357941700018273,,,
vm,Llama-3.2-3B-Instruct-4bit,60,50.04236374420954,0.18482366700004604,,,
exec,Llama-3.2-3B-Instruct-4bit,61,52.62273951719819,0.14341941700013194,,,
vm,Llama-3.2-3B-Instruct-4bit,61,50.04887544436877,0.18219908399987617,,,
exec,Llama-3.2-3B-Instruct-4bit,62,52.56951381653694,0.14400066700000025,,,
vm,Llama-3.2-3B-Instruct-4bit,62,50.01040133322644,0.1912974580000082,,,
exec,Llama-3.2-3B-Instruct-4bit,63,52.61147737172447,0.14364391699996304,,,
vm,Llama-3.2-3B-Instruct-4bit,63,50.16014262331032,0.18026675000010073,,,
exec,Llama-3.2-3B-Instruct-4bit,64,52.60377424049869,0.14347458299994287,,,
vm,Llama-3.2-3B-Instruct-4bit,64,49.63102716295396,0.1853406669999913,,,
exec,Llama-3.2-3B-Instruct-4bit,65,52.614876731188666,0.14337108299991996,,,
vm,Llama-3.2-3B-Instruct-4bit,65,49.85573726338086,0.19498750000002474,,,
exec,Llama-3.2-3B-Instruct-4bit,66,52.60541548607373,0.14352170899996963,,,
vm,Llama-3.2-3B-Instruct-4bit,66,48.741059445553425,0.18742912499988051,,,
exec,Llama-3.2-3B-Instruct-4bit,67,52.59201239997821,0.14377737499989962,,,
vm,Llama-3.2-3B-Instruct-4bit,67,47.56793893014531,0.1730059579999761,,,
exec,Llama-3.2-3B-Instruct-4bit,68,52.511707889366036,0.14356358300005923,,,
vm,Llama-3.2-3B-Instruct-4bit,68,47.28765288887965,0.1754542080000192,,,
exec,Llama-3.2-3B-Instruct-4bit,69,52.596301632495056,0.14347220900003776,,,
vm,Llama-3.2-3B-Instruct-4bit,69,46.9068920457179,0.17604937499982043,,,
exec,Llama-3.2-3B-Instruct-4bit,70,52.601297243534766,0.1432795000000624,,,
vm,Llama-3.2-3B-Instruct-4bit,70,47.58846905340312,0.18050416599999153,,,
exec,Llama-3.2-3B-Instruct-4bit,71,52.59569154671921,0.1434780409999803,,,
vm,Llama-3.2-3B-Instruct-4bit,71,46.96854470253309,0.1869259999998576,,,
exec,Llama-3.2-3B-Instruct-4bit,72,52.59903798586885,0.14342812499990032,,,
vm,Llama-3.2-3B-Instruct-4bit,72,46.51611450622942,0.19339075000016237,,,
exec,Llama-3.2-3B-Instruct-4bit,73,52.59641014794157,0.14346675000001596,,,
vm,Llama-3.2-3B-Instruct-4bit,73,46.05187956827494,0.18541183399997863,,,
exec,Llama-3.2-3B-Instruct-4bit,74,52.56234232580685,0.14338379199989504,,,
vm,Llama-3.2-3B-Instruct-4bit,74,46.692267420409685,0.17968095800006267,,,
exec,Llama-3.2-3B-Instruct-4bit,75,52.58565794857064,0.14328345800004172,,,
vm,Llama-3.2-3B-Instruct-4bit,75,47.77742847915304,0.18290037500014478,,,
exec,Llama-3.2-3B-Instruct-4bit,76,52.582513008833644,0.1437079590000394,,,
vm,Llama-3.2-3B-Instruct-4bit,76,49.830724367508225,0.18036387500001183,,,
exec,Llama-3.2-3B-Instruct-4bit,77,52.58848455471404,0.14371937500004606,,,
vm,Llama-3.2-3B-Instruct-4bit,77,49.601664090569294,0.1913640000000214,,,
exec,Llama-3.2-3B-Instruct-4bit,78,52.583482379810064,0.1438800410001022,,,
vm,Llama-3.2-3B-Instruct-4bit,78,49.81830953095735,0.19016716600003747,,,
exec,Llama-3.2-3B-Instruct-4bit,79,52.59561229647231,0.14367624999999862,,,
vm,Llama-3.2-3B-Instruct-4bit,79,50.0141637571986,0.18027574999996432,,,
exec,Llama-3.2-3B-Instruct-4bit,80,52.52173259433264,0.14346341700002085,,,
vm,Llama-3.2-3B-Instruct-4bit,80,50.301263551529864,0.18365091600003325,,,
exec,Llama-3.2-3B-Instruct-4bit,81,52.592365338030085,0.1433849590000591,,,
vm,Llama-3.2-3B-Instruct-4bit,81,49.681863429574996,0.19157479199998306,,,
exec,Llama-3.2-3B-Instruct-4bit,82,52.58689522246064,0.14359829199997876,,,
vm,Llama-3.2-3B-Instruct-4bit,82,49.4118788087184,0.19147141700000248,,,
exec,Llama-3.2-3B-Instruct-4bit,83,52.57087133943697,0.1438045830000192,,,
vm,Llama-3.2-3B-Instruct-4bit,83,49.79836888457796,0.18912120799996046,,,
exec,Llama-3.2-3B-Instruct-4bit,84,52.60283159723341,0.14352037499998005,,,
vm,Llama-3.2-3B-Instruct-4bit,84,49.44473497915437,0.19044162499994854,,,
exec,Llama-3.2-3B-Instruct-4bit,85,52.58576055472154,0.1433790000000954,,,
vm,Llama-3.2-3B-Instruct-4bit,85,49.969243784057554,0.18986183299989534,,,
exec,Llama-3.2-3B-Instruct-4bit,86,52.56369048798803,0.14349012499997116,,,
vm,Llama-3.2-3B-Instruct-4bit,86,49.646868466803724,0.18854412499990758,,,
exec,Llama-3.2-3B-Instruct-4bit,87,52.58303099374424,0.1439119159999791,,,
vm,Llama-3.2-3B-Instruct-4bit,87,49.77515507646452,0.18237841700010904,,,
exec,Llama-3.2-3B-Instruct-4bit,88,52.58745468886296,0.14339187500013395,,,
vm,Llama-3.2-3B-Instruct-4bit,88,50.2012277484819,0.17721108400019148,,,
exec,Llama-3.2-3B-Instruct-4bit,89,52.58136189819084,0.14370283300013398,,,
vm,Llama-3.2-3B-Instruct-4bit,89,50.236500344846924,0.17986533400016924,,,
exec,Llama-3.2-3B-Instruct-4bit,90,52.58009832873215,0.1439845410000089,,,
vm,Llama-3.2-3B-Instruct-4bit,90,50.073798549141785,0.1871958750000431,,,
exec,Llama-3.2-3B-Instruct-4bit,91,52.59078027641259,0.14366745899997113,,,
vm,Llama-3.2-3B-Instruct-4bit,91,49.95275749180668,0.19545095800003764,,,
exec,Llama-3.2-3B-Instruct-4bit,92,52.58691052928183,0.1437967500000923,,,
vm,Llama-3.2-3B-Instruct-4bit,92,50.42901309827751,0.16192529099998865,,,
exec,Llama-3.2-3B-Instruct-4bit,93,52.45352919535881,0.14363195900000392,,,
vm,Llama-3.2-3B-Instruct-4bit,93,49.65281898467465,0.19193620799978817,,,
exec,Llama-3.2-3B-Instruct-4bit,94,52.59642095412609,0.14382908300012787,,,
vm,Llama-3.2-3B-Instruct-4bit,94,50.07171445020915,0.18533816700005445,,,
exec,Llama-3.2-3B-Instruct-4bit,95,52.57520301331737,0.14420445900009327,,,
vm,Llama-3.2-3B-Instruct-4bit,95,50.26173569149665,0.17018641699996806,,,
exec,Llama-3.2-3B-Instruct-4bit,96,52.590447162865274,0.1434617499999149,,,
vm,Llama-3.2-3B-Instruct-4bit,96,49.90312426371107,0.19086845800006813,,,
exec,Llama-3.2-3B-Instruct-4bit,97,52.57845820895124,0.1439989580001111,,,
vm,Llama-3.2-3B-Instruct-4bit,97,50.03564551113368,0.18997816699993564,,,
exec,Llama-3.2-3B-Instruct-4bit,98,52.580303962425575,0.14377229100000477,,,
vm,Llama-3.2-3B-Instruct-4bit,98,50.10884605371034,0.18873812499987253,,,
exec,Llama-3.2-3B-Instruct-4bit,99,52.55968668627124,0.14363233299991407,,,
vm,Llama-3.2-3B-Instruct-4bit,99,50.077883168098595,0.1891862919999312,,,
exec,Llama-3.2-3B-Instruct-4bit,100,52.5982450042458,0.1436664169998494,,,
vm,Llama-3.2-3B-Instruct-4bit,100,50.19179284942715,0.18146174999992581,,,
exec,Llama-3.2-3B-Instruct-4bit,101,52.593352619497,0.14365316699991126,,,
vm,Llama-3.2-3B-Instruct-4bit,101,49.93666967180889,0.19713262499999473,,,
exec,Llama-3.2-3B-Instruct-4bit,102,52.579874229687036,0.14350695799998903,,,
vm,Llama-3.2-3B-Instruct-4bit,102,49.97519094870422,0.19127637500014316,,,
exec,Llama-3.2-3B-Instruct-4bit,103,52.58869565551213,0.14341462499987756,,,
